city+country,Value,wmo,lat,long,place,db_max,wb_max,city,country
tanza+philippines,188755.0,,,,,,,,
turku+finland,188637.0,029720,60.514,22.263,"TURKU, FINLAND",32.0,23.3,turku,finland
rzeszów+poland,188232.0,,,,,,,,
aqaba+jordan,188160.0,,,,,,,,
kramatorsk+ukraine,188096.0,,,,,,,,
rondonópolis+brazil,188028.0,,,,,,,,
podolsk+russian federation,187961.0,,,,,,,,
ocotlán+mexico,187754.0,,,,,,,,
hagen+germany,187730.0,,,,,,,,
tehuantepec+mexico,187666.0,,,,,,,,
bitung+indonesia,187652.0,,,,,,,,
dunhuang+china,187578.0,524180,40.150,94.683,"DUNHUANG, CHINA",40.4,24.9,dunhuang,china
tanga+united republic of tanzania,187455.0,,,,,,,,
bhusawal+india,187421.0,,,,,,,,
green bay+u.s.,187316.0,,,,,,,,
barrancabermeja+colombia,187311.0,,,,,,,,
marawi+philippines,187106.0,,,,,,,,
mitaka+japan,186936.0,,,,,,,,
ife+nigeria,186856.0,,,,,,,,
pagadian+philippines,186852.0,,,,,,,,
tocuyito+venezuela,186755.0,,,,,,,,
san luis rio colorado+mexico,186705.6849,,,,,,,,
vila nova de gaia+portugal,186502.0,,,,,,,,
uppsala+sweden,186364.0,024580,59.897,17.589,"UPPSALA, SWEDEN",32.0,23.7,uppsala,sweden
hino+japan,186283.0,,,,,,,,
maraba+brazil,186270.0,,,,,,,,
pasuruan+indonesia,186262.0,,,,,,,,
bahraich+india,186223.0,,,,,,,,
krishnarajapura+india,186210.0,,,,,,,,
san cristóbal de las casas+mexico,186164.0864,,,,,,,,
hetian+china,186127.0,,,,,,,,
izumi+japan,186109.0,,,,,,,,
angren+uzbekistan,185905.0,,,,,,,,
vellore+india,185803.0,,,,,,,,
modena+italy,185790.0,,,,,,,,
esmeraldas+ecuador,185782.0,,,,,,,,
marilao+philippines,185624.0,,,,,,,,
boke+guinea,185548.0,,,,,,,,
mymensingh+bangladesh,185517.0,,,,,,,,
mytishchi+russian federation,185204.0,,,,,,,,
port st. lucie+u.s.,185132.0,,,,,,,,
semnan+iran,185129.0,,,,,,,,
hitachi+japan,185054.0,,,,,,,,
sullana+peru,184910.0,,,,,,,,
linjiang+china,184901.0,543740,41.800,126.880,"LINJIANG, CHINA",36.4,26.8,linjiang,china
nîmes+france,184750.0,,,,,,,,
uji+japan,184678.0,,,,,,,,
ikorodu+nigeria,184674.0,,,,,,,,
adoni+india,184625.0,,,,,,,,
nala sopara+india,184538.0,,,,,,,,
milton keynes+united kingdom,184506.0,,,,,,,,
ibarra+ecuador,184378.0,,,,,,,,
aktau+kazakhstan,184175.0,,,,,,,,
anjo+japan,184140.0,,,,,,,,
raiganj+india,183612.0,,,,,,,,
kulim+malaysia,183525.0,,,,,,,,
korolev+russian federation,183402.0,,,,,,,,
limoges+france,183347.0,074340,45.863,1.179,"LIMOGES INTL, FRANCE",36.2,25.2,limoges,france
kut+iraq,183183.0,,,,,,,,
tianguistenco+mexico,183164.0,,,,,,,,
sunderland+united kingdom,182974.0,,,,,,,,
portmore+jamaica,182800.0,,,,,,,,
temirtau+kazakhstan,182551.0,,,,,,,,
sirsa+india,182534.0,,,,,,,,
tempe+u.s.,182498.0,,,,,,,,
toyokawa+japan,182436.0,,,,,,,,
dinapur nizamat+india,182429.0,,,,,,,,
legazpi+philippines,182201.0,984440,13.157,123.746,"LEGAZPI, PHILIPPINES",38.7,31.0,legazpi,philippines
andong+south korea,182098.0,471360,36.567,128.700,"ANDONG, KOREA, REPUBLIC OF",37.1,29.2,andong,south korea
getafe+spain,182060.0,,,,,,,,
salamanca+spain,181901.0,082020,40.952,-5.502,"SALAMANCA, SPAIN",40.3,24.6,salamanca,spain
serampore+india,181842.0,,,,,,,,
newport news+u.s.,181825.0,,,,,,,,
byatarayanapura+india,181744.0,,,,,,,,
rio claro+brazil,181720.0,,,,,,,,
valencia+philippines,181556.0,,,,,,,,
sultan pur majra+india,181554.0,,,,,,,,
chincha alta+peru,181524.0,,,,,,,,
"sibu majlis perbandaran sibu""""+malaysia",181516.0,,,,,,,,
arapiraca+brazil,181481.0,,,,,,,,
melaka+malaysia,181428.0,,,,,,,,
fardis+iran,181174.0,,,,,,,,
manzhouli+china,181112.0,,,,,,,,
dourados+brazil,181005.0,,,,,,,,
saarbrücken+germany,180966.0,,,,,,,,
miquan+china,180952.0,,,,,,,,
guna+india,180935.0,425590,24.650,77.317,"GUNA, INDIA",46.9,30.8,guna,india
reggio di calabria+italy,180908.0,,,,,,,,
amadora+portugal,180833.0,,,,,,,,
asan+south korea,180763.0,,,,,,,,
león+spain,180695.0,,,,,,,,
mukdahan+thailand,180600.0,483830,16.533,104.717,"MUKDAHAN, THAILAND",41.4,30.6,mukdahan,thailand
jaunpur+india,180362.0,,,,,,,,
colina+chile,180353.0,,,,,,,,
madanapalle+india,180180.0,,,,,,,,
crawley+united kingdom,180177.0,,,,,,,,
gorontalo+indonesia,180127.0,,,,,,,,
passo fundo+brazil,180120.0,,,,,,,,
panvel+india,180020.0,,,,,,,,
shivpuri+india,179977.0,,,,,,,,
hugli-chinsurah+india,179931.0,,,,,,,,
saint-denis+reunion,179925.0,,,,,,,,
petropavlovsk-kamchatsky+russian federation,179780.0,325830,52.867,158.650,"PETROPAVLOVSK-KAMCHATSKY, RUSSIAN FEDERATION",28.5,21.0,petropavlovsk-kamchatsky,russian federation
icheon+south korea,179719.0,,,,,,,,
amarillo+u.s.,179312.0,,,,,,,,
gliwice+poland,179218.0,,,,,,,,
hamm+germany,179185.0,,,,,,,,
salinas+u.s.,179173.0,,,,,,,,
baranovichi+belarus,179166.0,269410,53.117,26.000,"BARANOVICHI, BELARUS",34.2,25.2,baranovichi,belarus
pécs+hungary,179069.5,,,,,,,,
silchar+india,178865.0,,,,,,,,
fort lauderdale+u.s.,178752.0,,,,,,,,
santa bárbara d'oeste+brazil,178596.0,,,,,,,,
aletai+china,178510.0,,,,,,,,
yingtan+china,178406.0,,,,,,,,
spring valley+u.s.,178395.0,,,,,,,,
norilsk+russian federation,178363.0,,,,,,,,
syzran+russian federation,178205.0,279830,53.183,48.400,"SYZRAN, RUSSIAN FEDERATION",38.2,23.8,syzran,russian federation
split+croatia,178102.0,,,,,,,,
lafayette+u.s.,178079.0,722405,30.205,-91.988,"LAFAYETTE REGIONAL, LA, USA",39.1,30.9,lafayette,u.s.
araçatuba+brazil,178077.0,,,,,,,,
trondheim+norway,178021.0,,,,,,,,
botshabelo+south africa,177971.0,,,,,,,,
surendranagar dudhrej+india,177851.0,,,,,,,,
guatire+venezuela,177794.0,,,,,,,,
unnao+india,177658.0,,,,,,,,
moratuwa+sri lanka,177563.0,,,,,,,,
río cuarto+argentina,177559.1068,,,,,,,,
hirosaki+japan,177411.0,,,,,,,,
kragujevac+serbia,177383.0,,,,,,,,
sitapur+india,177234.0,,,,,,,,
shebin-el-kom+egypt,177112.0,,,,,,,,
prachuap khiri khan+thailand,177011.0,,,,,,,,
hastsal+india,176877.0,,,,,,,,
valdivia+chile,176774.0,,,,,,,,
jessore+bangladesh,176655.0,,,,,,,,
rancho cucamonga+u.s.,176534.0,,,,,,,,
mangaung+south africa,176525.0,,,,,,,,
carolina+puerto rico,176472.0,,,,,,,,
tachikawa+japan,176295.0,,,,,,,,
barra mansa+brazil,176230.0,,,,,,,,
la ceiba+honduras,176211.66100000002,,,,,,,,
salamanca+mexico,175762.5751,,,,,,,,
potsdam+germany,175710.0,,,,,,,,
kingston+canada,175708.0,,,,,,,,
phetchaburi+thailand,175675.0,484650,12.999,100.061,"PHETCHABURI, THAILAND",37.6,30.6,phetchaburi,thailand
oceanside+u.s.,175464.0,722934,33.219,-117.349,"OCEANSIDE MUNICIPAL, CA, USA",39.8,24.5,oceanside,u.s.
envigado+colombia,175337.0,,,,,,,,
maraqeh+iran,175255.0,,,,,,,,
amersfoort+netherlands,175201.0,,,,,,,,
zlatoust+russian federation,175178.0,,,,,,,,
chhindwara+india,175052.0,,,,,,,,
naga+philippines,174931.0,,,,,,,,
garden grove+u.s.,174858.0,,,,,,,,
vancouver+u.s.,174826.0,,,,,,,,
tambaram+india,174787.0,,,,,,,,
pangkal pinang+indonesia,174758.0,,,,,,,,
kushiro+japan,174742.0,,,,,,,,
la habana+cuba,174529.0,,,,,,,,
kamensk-uralsky+russian federation,174493.0,,,,,,,,
phusro+india,174402.0,,,,,,,,
jizzax+uzbekistan,174400.0,,,,,,,,
vasai+india,174396.0,,,,,,,,
nagareyama+japan,174373.0,,,,,,,,
bo+sierra leone,174369.0,,,,,,,,
panabo+philippines,174364.0,,,,,,,,
adityapur+india,174355.0,,,,,,,,
ech cheliff+algeria,174314.0,,,,,,,,
badlapur+india,174226.0,,,,,,,,
olsztyn+poland,174023.0,122720,53.767,20.417,"OLSZTYN, POLAND",35.7,24.7,olsztyn,poland
hyesan+north korea,174015.0,470160,41.400,128.167,"HYESAN, KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",36.3,28.3,hyesan,north korea
saint-paul+reunion,173967.0,,,,,,,,
los guayos+venezuela,173878.0,,,,,,,,
mangora+pakistan,173868.0,,,,,,,,
xilinhaote+china,173796.0,,,,,,,,
cuddalore+india,173636.0,433290,11.767,79.767,"CUDDALORE, INDIA",42.3,31.7,cuddalore,india
cachoeiro de itapemirim+brazil,173589.0,,,,,,,,
itajaí+brazil,173452.0,,,,,,,,
dosquebradas+colombia,173452.0,,,,,,,,
shahinshahr+iran,173329.0,,,,,,,,
breda+netherlands,173299.0,,,,,,,,
newcastle+australia,173251.0,,,,,,,,
ontario+u.s.,173212.0,726837,44.021,-117.013,"ONTARIO MUNICIPAL, OR, USA",43.3,25.7,ontario,u.s.
kamakura+japan,173019.0,,,,,,,,
bacau+romania,172952.0,151500,46.522,26.910,"BACAU, ROMANIA",39.5,27.6,bacau,romania
chicoloapán de juárez+mexico,172919.0,,,,,,,,
kottayam+india,172878.0,,,,,,,,
renfrewshire+united kingdom,172867.0,,,,,,,,
calbayog+philippines,172778.0,,,,,,,,
sakura+japan,172739.0,,,,,,,,
tomakomai+japan,172737.0,474240,42.617,141.550,"TOMAKOMAI, JAPAN",31.3,25.5,tomakomai,japan
gadag-betigeri+india,172612.0,,,,,,,,
fayetteville+u.s.,172585.0,723035,34.991,-78.880,"FAYETTEVILLE REGIONAL, NC, USA",40.7,29.5,fayetteville,u.s.
lyubertsy+russian federation,172525.0,,,,,,,,
chiniot+pakistan,172522.0,,,,,,,,
mckinney city+u.s.,172298.0,,,,,,,,
phetchabun+thailand,172275.0,483790,16.676,101.195,"PHETCHABUN, THAILAND",41.6,30.4,phetchabun,thailand
burgos+spain,172264.0,,,,,,,,
greater sudbury / grand sudbury+canada,172216.0,,,,,,,,
takaoka+japan,172125.0,,,,,,,,
el bosque+chile,172000.0,,,,,,,,
reggio nell'emilia+italy,171971.5,,,,,,,,
izumo+japan,171938.0,,,,,,,,
pointe-à-pitre+guadeloupe,171773.0,,,,,,,,
copiapó+chile,171766.0,,,,,,,,
zabrze+poland,171756.0,,,,,,,,
alexandra+south africa,171284.0,,,,,,,,
mülheim an der ruhr+germany,171265.0,,,,,,,,
las tunas+cuba,171231.0,,,,,,,,
veraval+india,171121.0,429090,20.900,70.367,"VERAVAL, INDIA",40.9,31.1,veraval,india
navsari+india,171109.0,,,,,,,,
chimoio+mozambique,171056.0,,,,,,,,
manzanillo+mexico,171038.3613,766540,19.050,-104.317,"MANZANILLO, MEXICO",39.4,30.4,manzanillo,mexico
madiun+indonesia,170964.0,,,,,,,,
iseyin+nigeria,170936.0,,,,,,,,
volgodonsk+russian federation,170841.0,,,,,,,,
bahadurgarh+india,170767.0,,,,,,,,
santa clarita+u.s.,170481.0,,,,,,,,
luque+paraguay,170433.0,,,,,,,,
jaén+spain,170354.0,,,,,,,,
salatiga+indonesia,170332.0,,,,,,,,
plzen+czechia,170322.0,,,,,,,,
malayer+iran,170237.0,,,,,,,,
alcorcón+spain,170008.0,,,,,,,,
machilipatnam+india,169892.0,,,,,,,,
toliara+madagascar,169760.0,,,,,,,,
elk grove+u.s.,169743.0,,,,,,,,
ilopango+el salvador,169703.0,,,,,,,,
shimla+india,169578.0,,,,,,,,
ube+japan,169429.0,,,,,,,,
bielsko-biala+poland,169373.0,126000,49.800,19.000,"BIELSKO-BIALA, POLAND",35.0,26.1,bielsko-biala,poland
obihiro+japan,169327.0,474170,42.917,143.217,"OBIHIRO, JAPAN",36.2,27.4,obihiro,japan
riohacha+colombia,169311.0,,,,,,,,
medinipur+india,169264.0,,,,,,,,
bayamo+cuba,169155.0,,,,,,,,
naivasha+kenya,169142.0,,,,,,,,
podgorica+montenegro,169132.0,,,,,,,,
deoli+india,169122.0,,,,,,,,
bharuch+india,169007.0,,,,,,,,
novocherkassk+russian federation,168746.0,,,,,,,,
hoshiarpur+india,168653.0,,,,,,,,
obuasi+ghana,168641.0,,,,,,,,
pembroke pines+u.s.,168587.0,,,,,,,,
higüey+dominican republic,168501.0,,,,,,,,
ludwigshafen am rhein+germany,168497.0,,,,,,,,
mahabad+iran,168393.0,,,,,,,,
mesquita+brazil,168376.0,,,,,,,,
chapecó+brazil,168113.0,,,,,,,,
geoje+south korea,168022.0,,,,,,,,
nishio+japan,167990.0,,,,,,,,
suva+fiji,167975.0,,,,,,,,
narashino+japan,167909.0,,,,,,,,
cabo de santo agostinho+brazil,167783.0,,,,,,,,
kabankalan+philippines,167666.0,,,,,,,,
anju+north korea,167646.0,470500,39.617,125.650,"ANJU, KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",34.4,30.8,anju,north korea
jind+india,167592.0,,,,,,,,
patrai+greece,167446.0,,,,,,,,
hadano+japan,167378.0,,,,,,,,
maikop+russian federation,167281.0,,,,,,,,
st. gallen+switzerland,167214.0,,,,,,,,
iwata+japan,167210.0,,,,,,,,
quilpué+chile,167085.0,,,,,,,,
oldenburg+germany,167081.0,102150,53.183,8.167,"OLDENBURG, GERMANY",36.8,24.2,oldenburg,germany
ar'ar+saudi arabia,167057.0,,,,,,,,
tecomán+mexico,166994.0,,,,,,,,
chandannagar+india,166867.0,,,,,,,,
s.a.s. nagar+india,166864.0,,,,,,,,
wigan+united kingdom,166840.0,,,,,,,,
corona+u.s.,166785.0,,,,,,,,
sukhothai+thailand,166782.0,,,,,,,,
oyama+japan,166760.0,,,,,,,,
s-hertogenbosch+netherlands,166440.0,,,,,,,,
sobral+brazil,166310.0,,,,,,,,
chirala+india,166294.0,,,,,,,,
miass+russian federation,166205.0,,,,,,,,
bytom+poland,166135.0,,,,,,,,
perugia+italy,165819.5,161810,43.096,12.513,"PERUGIA, ITALY",40.9,25.2,perugia,italy
brownsville+u.s.,165776.0,722500,25.914,-97.423,"BROWNSVILLE INTL, TX, USA",39.7,29.2,brownsville,u.s.
cabo san lucas+mexico,165718.8049,,,,,,,,
chillán+chile,165528.0,,,,,,,,
quevedo+ecuador,165363.0,,,,,,,,
tonk+india,165294.0,,,,,,,,
saqez+iran,165258.0,,,,,,,,
guelph+canada,165236.0,,,,,,,,
faizabad+india,165228.0,,,,,,,,
abakan+russian federation,165214.0,287854,53.740,91.385,"ABAKAN, RUSSIAN FEDERATION",38.3,27.6,abakan,russian federation
miyakonojo+japan,165029.0,478290,31.733,131.083,"MIYAKONOJO, JAPAN",36.5,27.6,miyakonojo,japan
san pédro+cote d'ivoire,164944.0,,,,,,,,
tenali+india,164937.0,,,,,,,,
ushuaia-río grande+argentina,164882.9399,,,,,,,,
pitesti+romania,164687.0,,,,,,,,
tongjiang+china,164595.0,,,,,,,,
alandur+india,164430.0,,,,,,,,
kancheepuram+india,164384.0,,,,,,,,
osnabrück+germany,164374.0,,,,,,,,
al-khoor+qatar,164324.0,,,,,,,,
germiston+south africa,164252.0,,,,,,,,
loei+thailand,164180.0,483530,17.439,101.722,"LOEI, THAILAND",42.1,30.3,loei,thailand
peoria+u.s.,164173.0,,,,,,,,
cartago+costa rica,164121.0,,,,,,,,
urayasu+japan,164024.0,,,,,,,,
türkmenabat+turkmenistan,164000.0,,,,,,,,
proddatur+india,163970.0,,,,,,,,
matsusaka+japan,163863.0,,,,,,,,
choloma+honduras,163817.8988,,,,,,,,
pireas+greece,163688.0,,,,,,,,
dagupan+philippines,163676.0,983250,16.083,120.350,"DAGUPAN, PHILIPPINES",39.8,32.4,dagupan,philippines
frisco+u.s.,163656.0,,,,,,,,
vapi+india,163630.0,,,,,,,,
curicó+chile,163626.0,,,,,,,,
gombe+nigeria,163604.0,,,,,,,,
leverkusen+germany,163577.0,,,,,,,,
rio verde+brazil,163540.0,,,,,,,,
barisal+bangladesh,163481.0,,,,,,,,
lauro de freitas+brazil,163449.0,,,,,,,,
moga+india,163397.0,,,,,,,,
springs+south africa,163304.0,,,,,,,,
angra dos reis+brazil,163199.0,,,,,,,,
rajnandgaon+india,163114.0,,,,,,,,
bago+philippines,163045.0,,,,,,,,
arad+romania,162984.0,152000,46.177,21.262,"ARAD, ROMANIA",39.9,28.4,arad,romania
nijmegen+netherlands,162963.0,,,,,,,,
mufulira+zambia,162889.0,,,,,,,,
khujand+tajikistan,162825.0,385990,40.217,69.733,"KHUJAND, TAJIKISTAN",41.9,26.1,khujand,tajikistan
luziânia+brazil,162807.0,,,,,,,,
bandar-e-mahshahr+iran,162797.0,,,,,,,,
mukono+uganda,162744.0,,,,,,,,
amiens+france,162637.0,,,,,,,,
saguenay+canada,162416.0,,,,,,,,
cary+u.s.,162320.0,,,,,,,,
townsville+australia,162292.0,942940,-19.253,146.765,"TOWNSVILLE, AUSTRALIA",41.6,29.3,townsville,australia
robertson pet+india,162230.0,,,,,,,,
niiza+japan,162122.0,,,,,,,,
rafsanjan+iran,161909.0,,,,,,,,
valera+venezuela,161771.0,,,,,,,,
naguanagua+venezuela,161658.0,,,,,,,,
san andrés de tumaco+colombia,161490.0,,,,,,,,
cienfuegos+cuba,161432.0,,,,,,,,
san juan del río+mexico,161085.0275,,,,,,,,
concordia+argentina,160903.4292,873950,-31.297,-57.997,"CONCORDIA, ARGENTINA",40.0,30.2,concordia,argentina
renca+chile,160847.0,,,,,,,,
juazeiro+brazil,160775.0,,,,,,,,
ferraz de vasconcelos+brazil,160754.0,,,,,,,,
chittoor+india,160722.0,,,,,,,,
trois-rivières+canada,160685.0,,,,,,,,
heidelberg+germany,160601.0,,,,,,,,
si sa ket+thailand,160508.0,,,,,,,,
banda+india,160473.0,,,,,,,,
gagnoa+cote d'ivoire,160465.0,,,,,,,,
naama+algeria,160381.0,,,,,,,,
guanare+venezuela,160234.0,,,,,,,,
ogaki+japan,159879.0,,,,,,,,
nakhodka+russian federation,159633.0,,,,,,,,
kluang+malaysia,159603.0,,,,,,,,
jiayuguan+china,159541.0,,,,,,,,
ruse+bulgaria,159441.0,155350,43.850,25.950,"RUSE, BULGARIA",43.3,28.7,ruse,bulgaria
nova friburgo+brazil,159372.0,,,,,,,,
budaun+india,159285.0,,,,,,,,
tochigi+japan,159211.0,,,,,,,,
uttarpara kotrung+india,159147.0,,,,,,,,
aguas lindas de goiás+brazil,159138.0,,,,,,,,
kapra+india,159002.0,,,,,,,,
ponce+puerto rico,159000.0,,,,,,,,
bariloche+argentina,158989.0,,,,,,,,
taldykorgan+kazakhstan,158984.0,,,,,,,,
effon-alaiye+nigeria,158977.0,,,,,,,,
vallejo+u.s.,158967.0,,,,,,,,
hayward+u.s.,158937.0,726508,46.026,-91.444,"HAYWARD MUNICIPAL, WI, USA",38.3,28.0,hayward,u.s.
solingen+germany,158803.0,,,,,,,,
west lothian+united kingdom,158714.0,,,,,,,,
batala+india,158621.0,,,,,,,,
ibirité+brazil,158590.0,,,,,,,,
abbotsford+canada,158457.0,711080,49.030,-122.360,"ABBOTSFORD, BC, CANADA",37.6,25.0,abbotsford,canada
ravenna+italy,158389.0,,,,,,,,
rason+north korea,158337.0,,,,,,,,
koronadal+philippines,158273.0,,,,,,,,
darmstadt+germany,158254.0,,,,,,,,
nacala+mozambique,158248.0,,,,,,,,
warrington+united kingdom,158195.0,,,,,,,,
mansfield+united kingdom,158114.0,,,,,,,,
imabari+japan,158114.0,,,,,,,,
livorno+italy,158077.0,,,,,,,,
dinajpur+bangladesh,157914.0,,,,,,,,
providencia+chile,157749.0,,,,,,,,
ramat gan+israel,157719.0,,,,,,,,
banha+egypt,157701.0,,,,,,,,
tuluá+colombia,157512.0,,,,,,,,
nilópolis+brazil,157425.0,,,,,,,,
palmdale+u.s.,157356.0,723820,34.629,-118.084,"PALMDALE REGIONAL, CA, USA",43.9,27.9,palmdale,u.s.
genhe+china,157337.0,,,,,,,,
owo+nigeria,157181.0,,,,,,,,
erode+india,157101.0,,,,,,,,
toledo+philippines,157078.0,,,,,,,,
enschede+netherlands,157052.0,,,,,,,,
dubreka+guinea,157017.0,,,,,,,,
anapa+russian federation,156928.0,,,,,,,,
ueda+japan,156827.0,,,,,,,,
babahoyo+ecuador,156577.0,,,,,,,,
saharsa+india,156540.0,,,,,,,,
salalah+oman,156530.0,413160,17.039,54.091,"SALALAH, OMAN",44.8,30.0,salalah,oman
san cristóbal de la laguna+spain,156526.0,,,,,,,,
milagro+ecuador,156515.0,,,,,,,,
herne+germany,156490.0,,,,,,,,
berezniki+russian federation,156466.0,,,,,,,,
carúpano+venezuela,156380.0,,,,,,,,
kawanishi+japan,156375.0,,,,,,,,
pathankot+india,156306.0,,,,,,,,
apeldoorn+netherlands,156199.0,,,,,,,,
roxas+philippines,156197.0,985380,11.598,122.752,"ROXAS, PHILIPPINES",40.8,30.4,roxas,philippines
nablus+state of palestine,156156.0,,,,,,,,
ado-ekiti+nigeria,156122.0,,,,,,,,
phrae+thailand,156099.0,483300,18.132,100.165,"PHRAE, THAILAND",42.4,31.5,phrae,thailand
salavat+russian federation,156095.0,,,,,,,,
luanshya+zambia,156059.0,,,,,,,,
vidisha+india,155951.0,,,,,,,,
moncton+canada,155825.0,717050,46.110,-64.680,"MONCTON INTL, NB, CANADA",34.5,25.6,moncton,canada
nossa senhora do socorro+brazil,155823.0,,,,,,,,
chirchik+uzbekistan,155822.0,,,,,,,,
alexandria+u.s.,155810.0,747540,31.335,-92.559,"ALEXANDRIA INTL, LA, USA",41.7,32.1,alexandria,u.s.
hitachinaka+japan,155689.0,,,,,,,,
swindon+united kingdom,155432.0,,,,,,,,
cedar rapids+u.s.,155334.0,,,,,,,,
kim chaek+north korea,155284.0,,,,,,,,
ilhéus+brazil,155281.0,,,,,,,,
ruili+china,155210.0,568380,24.000,97.850,"RUILI, CHINA",36.0,27.6,ruili,china
elektrostal+russian federation,155196.0,,,,,,,,
kusong+north korea,155181.0,470370,39.983,125.250,"KUSONG, KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",36.0,29.9,kusong,north korea
thanesar+india,155152.0,,,,,,,,
sorsogon+philippines,155144.0,,,,,,,,
hassan+india,155006.0,,,,,,,,
batumi+georgia,155000.0,374840,41.610,41.600,"BATUMI, GEORGIA",38.4,29.1,batumi,georgia
kishangarh+india,154886.0,,,,,,,,
bogra+bangladesh,154807.0,,,,,,,,
dallo pura+india,154791.0,,,,,,,,
rudrapur+india,154554.0,,,,,,,,
capiatá+paraguay,154469.0,,,,,,,,
tanjung balai+indonesia,154445.0,,,,,,,,
lakewood+u.s.,154393.0,,,,,,,,
nalgonda+india,154326.0,,,,,,,,
francisco morato+brazil,154207.0,,,,,,,,
cagliari+italy,154186.5,,,,,,,,
6th of october city+egypt,154093.0,,,,,,,,
koktshetau+kazakhstan,154000.0,,,,,,,,
lages+brazil,153937.0,,,,,,,,
melitopol+ukraine,153839.0,,,,,,,,
neuss+germany,153810.0,,,,,,,,
maha sarakham+thailand,153740.0,,,,,,,,
noda+japan,153583.0,,,,,,,,
mutrah+oman,153526.0,,,,,,,,
springfield+u.s.,153516.0,,,,,,,,
manama+bahrain,153395.0,,,,,,,,
castanhal+brazil,153378.0,,,,,,,,
karur+india,153365.0,,,,,,,,
serilingampalle+india,153364.0,,,,,,,,
balurghat+india,153279.0,,,,,,,,
waco+u.s.,153198.0,722560,31.619,-97.228,"WACO REGIONAL, TX, USA",43.4,28.6,waco,u.s.
surin+thailand,153159.0,484320,14.883,103.500,"SURIN, THAILAND",40.1,29.2,surin,thailand
sungai ara+malaysia,153104.0,,,,,,,,
malaybalay+philippines,153085.0,987510,8.150,125.133,"MALAYBALAY, PHILIPPINES",36.0,29.7,malaybalay,philippines
krishnanagar+india,153062.0,,,,,,,,
guarapuava+brazil,152993.0,,,,,,,,
fukang+china,152965.0,,,,,,,,
unayzah+saudi arabia,152895.0,,,,,,,,
mbeya+united republic of tanzania,152844.0,,,,,,,,
barrackpur+india,152783.0,,,,,,,,
sunnyvale+u.s.,152771.0,,,,,,,,
porbandar+india,152760.0,,,,,,,,
ngaoundéré+cameroon,152698.0,,,,,,,,
pinar del río+cuba,152668.0,,,,,,,,
macon-bibb+u.s.,152555.0,,,,,,,,
pomona+u.s.,152494.0,,,,,,,,
tunja+colombia,152419.0,,,,,,,,
sayama+japan,152405.0,,,,,,,,
tanauan+philippines,152393.0,,,,,,,,
kuki+japan,152311.0,,,,,,,,
kamoke+pakistan,152288.0,,,,,,,,
calderon+ecuador,152242.0,,,,,,,,
quetzaltenango+guatemala,152223.0,,,,,,,,
nawabganj+bangladesh,152223.0,,,,,,,,
bandar penggaram+malaysia,152194.0,,,,,,,,
burewala+pakistan,152097.0,,,,,,,,
hollywood+u.s.,151998.0,,,,,,,,
lakhimpur+india,151993.0,,,,,,,,
gonbad-e-kavus+iran,151910.0,,,,,,,,
ciudad juárez+mexico,151893.0,,,,,,,,
santipur+india,151777.0,,,,,,,,
kansas city+u.s.,151709.0,,,,,,,,
hindupur+india,151677.0,,,,,,,,
escondido+u.s.,151613.0,,,,,,,,
makurdi+nigeria,151515.0,,,,,,,,
cadiz+philippines,151500.0,,,,,,,,
zaanstad+netherlands,151418.0,,,,,,,,
itapecerica da serra+brazil,151349.0,,,,,,,,
foggia+italy,151287.5,,,,,,,,
ciudad acuña+mexico,151264.5608,,,,,,,,
beawar+india,151152.0,,,,,,,,
lugano+switzerland,151122.0,067700,46.004,8.911,"LUGANO, SWITZERLAND",35.1,25.8,lugano,switzerland
bhadravati+india,151102.0,,,,,,,,
uttaradit+thailand,151047.0,483510,17.617,100.100,"UTTARADIT, THAILAND",42.5,30.8,uttaradit,thailand
hanumangarh+india,150958.0,,,,,,,,
regensburg+germany,150894.0,,,,,,,,
lubao+philippines,150843.0,,,,,,,,
pococí+costa rica,150664.0,,,,,,,,
anantnag+india,150592.0,,,,,,,,
bawshar+oman,150420.0,,,,,,,,
sekaka+saudi arabia,150257.0,,,,,,,,
shahrud+iran,150129.0,,,,,,,,
quelimane+mozambique,150116.0,,,,,,,,
machakos+kenya,150041.0,,,,,,,,
raigarh+india,150019.0,,,,,,,,
rimini+italy,149989.5,161490,44.020,12.612,"RIMINI, ITALY",38.8,31.6,rimini,italy
higashimurayama+japan,149956.0,,,,,,,,
coquitlam+canada,149894.0,,,,,,,,
digos+philippines,149891.0,,,,,,,,
gulu+uganda,149802.0,,,,,,,,
pervouralsk+russian federation,149796.0,,,,,,,,
burnley/nelson+united kingdom,149796.0,,,,,,,,
kariya+japan,149765.0,,,,,,,,
arnhem+netherlands,149582.0,,,,,,,,
san francisco de macoris+dominican republic,149508.0,,,,,,,,
tahoua+niger,149498.0,,,,,,,,
spanish town+jamaica,149479.0,,,,,,,,
komaki+japan,149462.0,,,,,,,,
ashikaga+japan,149452.0,,,,,,,,
yonago+japan,149313.0,477440,35.433,133.333,"YONAGO, JAPAN",38.4,28.1,yonago,japan
sao caetano do sul+brazil,149263.0,,,,,,,,
jamuria+india,149220.0,,,,,,,,
